epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,12.9653,0.62594,1.35204,1.04118,0.65023,0.86451,0.65766,0.57358,0.68251,1.7574,0.87146,0.000485121,0.000485121,0.000485121
33,13.3395,0.67581,1.51882,0.98096,0.60848,0.88333,0.65416,0.56431,0.72011,1.63116,0.88176,0.000493373,0.000493373,0.000493373
34,13.801,0.61846,1.50963,0.98682,0.60848,0.88333,0.65416,0.56431,0.72011,1.63116,0.88176,0.000501184,0.000501184,0.000501184
35,14.1691,0.60329,1.28964,0.90585,0.61318,0.88333,0.66226,0.56284,0.74249,1.55352,0.88543,0.000508556,0.000508556,0.000508556
36,14.5609,0.57921,1.40075,0.94334,0.66245,0.86536,0.67581,0.56221,0.81032,1.61115,0.8893,0.000515487,0.000515487,0.000515487
37,14.9215,0.56798,1.47136,0.93803,0.66245,0.86536,0.67581,0.56221,0.81032,1.61115,0.8893,0.000521979,0.000521979,0.000521979
38,15.3054,0.62677,1.37873,0.99045,0.65119,0.82435,0.67062,0.54146,0.86018,1.77476,0.89652,0.000528031,0.000528031,0.000528031
39,15.6771,0.69195,1.44116,1.00614,0.66481,0.80536,0.67636,0.52695,0.90207,1.88455,0.89827,0.000533642,0.000533642,0.000533642
40,16.054,0.65334,1.2995,0.91512,0.66481,0.80536,0.67636,0.52695,0.90207,1.88455,0.89827,0.000538814,0.000538814,0.000538814
41,16.5276,0.58262,1.1753,0.92722,0.68008,0.80369,0.68139,0.53329,0.86417,1.90258,0.88426,0.000543546,0.000543546,0.000543546
42,16.9066,0.68558,1.38988,0.9954,0.68473,0.81343,0.71373,0.5631,0.82246,1.93835,0.86908,0.000547837,0.000547837,0.000547837
43,17.261,0.58988,1.26736,0.96131,0.68473,0.81343,0.71373,0.5631,0.82246,1.93835,0.86908,0.000551689,0.000551689,0.000551689
44,17.6469,0.6034,1.53244,0.92828,0.68408,0.81941,0.76185,0.6119,0.82154,2.02148,0.86812,0.000555101,0.000555101,0.000555101
45,18.0207,0.6048,1.27389,0.95932,0.68408,0.81941,0.76185,0.6119,0.82154,2.02148,0.86812,0.000558073,0.000558073,0.000558073
46,18.4143,0.5671,1.33003,0.94878,0.65232,0.88333,0.89428,0.75781,0.78006,2.06485,0.84886,0.000560605,0.000560605,0.000560605
47,18.7841,0.59192,1.16638,0.97066,0.65232,0.88333,0.89428,0.75781,0.78006,2.06485,0.84886,0.000562697,0.000562697,0.000562697
48,19.292,0.56408,1.43134,0.89422,0.64916,0.84842,0.88427,0.74232,0.78572,1.99665,0.84012,0.000564349,0.000564349,0.000564349
49,19.6643,0.56791,1.18471,0.95309,0.64916,0.84842,0.88427,0.74232,0.78572,1.99665,0.84012,0.000565561,0.000565561,0.000565561
50,20.0494,0.62307,1.27606,0.97009,0.65767,0.88333,0.87469,0.77405,0.72076,1.99367,0.83372,0.000566333,0.000566333,0.000566333
51,20.4238,0.58484,1.43707,0.94919,0.65767,0.88333,0.87469,0.77405,0.72076,1.99367,0.83372,0.000561055,0.000561055,0.000561055
52,20.8311,0.57036,1.24338,0.94502,0.65775,0.88333,0.86929,0.72376,0.74657,1.92166,0.84592,0.000550056,0.000550056,0.000550056
53,21.1964,0.53284,1.02657,0.91865,0.65775,0.88333,0.86929,0.72376,0.74657,1.92166,0.84592,0.000539057,0.000539057,0.000539057
54,21.589,0.53104,1.16792,0.90066,0.66635,0.88175,0.73407,0.61787,0.74437,1.94412,0.86018,0.000528058,0.000528058,0.000528058
55,21.9468,0.54095,1.30715,0.94159,0.66635,0.88175,0.73407,0.61787,0.74437,1.94412,0.86018,0.000517059,0.000517059,0.000517059
56,22.439,0.49711,1.15437,0.91288,0.6726,0.88257,0.7368,0.62019,0.76851,1.96449,0.8725,0.00050606,0.00050606,0.00050606
57,22.8024,0.6241,1.14762,0.96677,0.6726,0.88257,0.7368,0.62019,0.76851,1.96449,0.8725,0.000495062,0.000495062,0.000495062
58,23.1839,0.55137,1.14881,0.95202,0.68755,0.88333,0.67169,0.5613,0.77811,2.21304,0.8681,0.000484063,0.000484063,0.000484063
59,23.5514,0.5296,1.13458,0.94548,0.68755,0.88333,0.67169,0.5613,0.77811,2.21304,0.8681,0.000473064,0.000473064,0.000473064
60,23.9453,0.59353,1.09787,0.96114,0.67976,0.88333,0.65791,0.55741,0.70267,2.32868,0.85789,0.000462065,0.000462065,0.000462065
61,24.3054,0.5166,1.26323,0.91415,0.67976,0.88333,0.65791,0.55741,0.70267,2.32868,0.85789,0.000451066,0.000451066,0.000451066
62,24.7817,0.52495,1.12696,0.91346,0.66662,0.88075,0.65134,0.55234,0.69974,2.28765,0.85073,0.000440067,0.000440067,0.000440067
63,25.1364,0.56732,1.15907,0.89963,0.66662,0.88075,0.65134,0.55234,0.69974,2.28765,0.85073,0.000429068,0.000429068,0.000429068
64,25.53,0.58967,1.19528,0.90527,0.66929,0.88234,0.65195,0.5493,0.67367,2.19633,0.85083,0.000418069,0.000418069,0.000418069
65,25.9008,0.51017,1.07893,0.89286,0.66929,0.88234,0.65195,0.5493,0.67367,2.19633,0.85083,0.00040707,0.00040707,0.00040707
66,26.2816,0.53695,1.12425,0.93998,0.68154,0.88333,0.64752,0.53915,0.69325,2.03945,0.85728,0.000396071,0.000396071,0.000396071
67,26.6373,0.59514,1.16649,0.93849,0.68154,0.88333,0.64752,0.53915,0.69325,2.03945,0.85728,0.000385073,0.000385073,0.000385073
68,27.0332,0.51156,1.12445,0.93102,0.69352,0.88617,0.69064,0.56555,0.72161,1.79208,0.89495,0.000374074,0.000374074,0.000374074
69,27.4023,0.54216,1.04001,0.93852,0.69352,0.88617,0.69064,0.56555,0.72161,1.79208,0.89495,0.000363075,0.000363075,0.000363075
70,27.8855,0.49491,1.03886,0.93205,0.70022,0.88644,0.67551,0.54985,0.72794,1.70998,0.93756,0.000352076,0.000352076,0.000352076
71,28.2472,0.61244,1.23463,1.03018,0.70022,0.88644,0.67551,0.54985,0.72794,1.70998,0.93756,0.000341077,0.000341077,0.000341077
72,28.6447,0.49678,1.21428,0.88915,0.6973,0.88967,0.66437,0.53896,0.67944,1.64826,0.89663,0.000330078,0.000330078,0.000330078
73,29.0203,0.57404,1.1657,1.0333,0.6973,0.88967,0.66437,0.53896,0.67944,1.64826,0.89663,0.000319079,0.000319079,0.000319079
74,29.4035,0.47112,0.98319,0.88031,0.67615,0.91997,0.67641,0.54898,0.65776,1.61621,0.86075,0.00030808,0.00030808,0.00030808
75,29.7628,0.47727,0.98406,0.9212,0.67615,0.91997,0.67641,0.54898,0.65776,1.61621,0.86075,0.000297081,0.000297081,0.000297081
76,30.1553,0.47506,0.95873,0.88357,0.70504,0.88534,0.68342,0.55877,0.66709,1.56066,0.88171,0.000286083,0.000286083,0.000286083
77,30.6211,0.51976,1.0602,0.90785,0.70504,0.88534,0.68342,0.55877,0.66709,1.56066,0.88171,0.000275084,0.000275084,0.000275084
78,31.0045,0.46364,0.99419,0.91042,0.68332,0.925,0.67984,0.54975,0.66641,1.55085,0.87785,0.000264085,0.000264085,0.000264085
79,31.3638,0.55826,1.12276,0.93221,0.68332,0.925,0.67984,0.54975,0.66641,1.55085,0.87785,0.000253086,0.000253086,0.000253086
80,31.7544,0.62175,1.30759,0.97402,0.68086,0.91862,0.69444,0.57163,0.67623,1.61117,0.88859,0.000242087,0.000242087,0.000242087
81,32.1321,0.518,1.07262,0.95647,0.68086,0.91862,0.69444,0.57163,0.67623,1.61117,0.88859,0.000231088,0.000231088,0.000231088
82,32.5174,0.43924,0.9882,0.91383,0.67959,0.91721,0.69632,0.55845,0.67444,1.66256,0.88923,0.000220089,0.000220089,0.000220089
83,32.8724,0.5439,1.1089,0.92743,0.67959,0.91721,0.69632,0.55845,0.67444,1.66256,0.88923,0.00020909,0.00020909,0.00020909
84,33.3667,0.51514,1.04773,0.95554,0.68037,0.91636,0.6953,0.55888,0.67854,1.71402,0.89247,0.000198091,0.000198091,0.000198091
85,33.7383,0.47876,0.99931,0.93665,0.68037,0.91636,0.6953,0.55888,0.67854,1.71402,0.89247,0.000187092,0.000187092,0.000187092
86,34.1222,0.47059,1.02224,0.95175,0.68467,0.91445,0.68561,0.5495,0.6671,1.77875,0.87512,0.000176094,0.000176094,0.000176094
87,34.4859,0.43699,1.01494,0.86467,0.68467,0.91445,0.68561,0.5495,0.6671,1.77875,0.87512,0.000165095,0.000165095,0.000165095
88,34.876,0.4662,1.17441,0.9466,0.68822,0.91199,0.68766,0.55094,0.65864,1.79571,0.86849,0.000154096,0.000154096,0.000154096
89,35.2436,0.53472,1.16027,0.9498,0.68822,0.91199,0.68766,0.55094,0.65864,1.79571,0.86849,0.000143097,0.000143097,0.000143097
90,35.6241,0.47973,1.09838,0.96017,0.64393,0.86725,0.63112,0.54493,0.65375,1.82123,0.86734,0.000132098,0.000132098,0.000132098
91,36.6554,0.53759,1.58717,0.94673,0.64393,0.86725,0.63112,0.54493,0.65375,1.82123,0.86734,0.000121099,0.000121099,0.000121099
92,37.2317,0.59685,1.59296,0.99973,0.63928,0.87057,0.63464,0.54768,0.63561,1.79616,0.8601,0.0001101,0.0001101,0.0001101
93,37.5988,0.4851,1.2909,0.9131,0.63928,0.87057,0.63464,0.54768,0.63561,1.79616,0.8601,9.91012e-05,9.91012e-05,9.91012e-05
94,37.9805,0.4899,1.36177,0.9587,0.63573,0.87378,0.62796,0.548,0.62219,1.7492,0.85194,8.81023e-05,8.81023e-05,8.81023e-05
95,38.3437,0.52359,1.35856,0.93765,0.63573,0.87378,0.62796,0.548,0.62219,1.7492,0.85194,7.71034e-05,7.71034e-05,7.71034e-05
96,38.7245,0.52366,1.33933,1.00155,0.63459,0.87997,0.62702,0.54476,0.61033,1.68487,0.84731,6.61045e-05,6.61045e-05,6.61045e-05
97,39.0957,0.51112,1.4997,0.97888,0.63459,0.87997,0.62702,0.54476,0.61033,1.68487,0.84731,5.51056e-05,5.51056e-05,5.51056e-05
98,39.4803,0.49189,1.44119,0.94455,0.6368,0.87686,0.62907,0.55791,0.6002,1.65872,0.84229,4.41067e-05,4.41067e-05,4.41067e-05
99,39.9416,0.51754,1.34931,0.96982,0.6368,0.87686,0.62907,0.55791,0.6002,1.65872,0.84229,3.31078e-05,3.31078e-05,3.31078e-05
100,40.3211,0.44387,1.1943,0.84825,0.64169,0.86737,0.63445,0.56195,0.60022,1.65605,0.84402,2.21089e-05,2.21089e-05,2.21089e-05
