epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,35.774,1.06058,1.58405,1.24369,0.70637,0.72847,0.75897,0.4981,1.34509,1.62327,1.55152,0.00128046,0.00128046,0.00128046
23,37.2681,1.06883,1.53982,1.22522,0.82347,0.60535,0.75124,0.502,1.17767,1.6606,1.45764,0.00127338,0.00127338,0.00127338
24,38.7749,1.17568,1.59727,1.31529,0.81016,0.75406,0.84403,0.58954,0.98248,1.32872,1.14421,0.00126631,0.00126631,0.00126631
25,40.3041,1.01819,1.46978,1.22639,0.76652,0.83926,0.77933,0.48553,1.11325,1.26406,1.27208,0.00125923,0.00125923,0.00125923
26,41.9577,0.96758,1.44208,1.19698,0.76372,0.82032,0.77409,0.48064,1.13836,1.22997,1.32378,0.00125216,0.00125216,0.00125216
27,43.4889,1.07941,1.41962,1.24897,0.66038,0.80849,0.75754,0.48698,1.10901,1.26982,1.36418,0.00124509,0.00124509,0.00124509
28,44.9839,1.06661,1.57499,1.25428,0.72484,0.86385,0.75967,0.50567,0.94189,1.46278,1.2213,0.00123801,0.00123801,0.00123801
29,46.4472,0.92053,1.39286,1.11542,0.84409,0.80957,0.85823,0.65605,0.77992,1.0563,1.07598,0.00123094,0.00123094,0.00123094
30,47.9416,1.00708,1.34598,1.19352,0.77079,0.73677,0.86174,0.62421,0.87721,1.13491,1.22157,0.00122387,0.00122387,0.00122387
31,49.4061,1.00611,1.39331,1.24582,0.65874,0.81066,0.7843,0.54785,0.9788,1.49173,1.25118,0.00121679,0.00121679,0.00121679
32,50.9008,0.95909,1.21805,1.20147,0.73111,0.87067,0.84923,0.6439,1.01532,1.18273,1.19631,0.00120972,0.00120972,0.00120972
33,52.5937,0.98402,1.26665,1.14207,0.7057,0.81869,0.80551,0.60907,0.86167,1.27327,1.08839,0.00120265,0.00120265,0.00120265
34,54.0902,0.93122,1.1595,1.13903,0.74316,0.78309,0.79156,0.60743,0.85597,1.26701,1.09946,0.00119557,0.00119557,0.00119557
35,55.5926,0.8726,1.17957,1.16373,0.8823,0.82328,0.88154,0.66693,0.88402,1.12615,1.13085,0.0011885,0.0011885,0.0011885
36,57.0991,0.92506,1.1187,1.14874,0.71434,0.89402,0.81356,0.58473,0.87223,1.00147,1.15777,0.00118143,0.00118143,0.00118143
37,58.5709,1.03263,1.23413,1.2419,0.75133,0.93569,0.88546,0.6749,0.88868,0.99297,1.1667,0.00117435,0.00117435,0.00117435
38,60.0801,0.97272,1.16141,1.15508,0.90349,0.8279,0.92816,0.73,0.9115,0.95301,1.13468,0.00116728,0.00116728,0.00116728
39,61.5268,0.88021,1.13285,1.12925,0.91597,0.88422,0.91066,0.68477,0.89099,0.87431,1.16119,0.00116021,0.00116021,0.00116021
40,63.1878,0.91779,1.13658,1.16358,0.88671,0.79869,0.89901,0.66971,0.94244,0.97122,1.13116,0.00115313,0.00115313,0.00115313
41,64.7126,0.91265,1.14019,1.09163,0.72855,0.80315,0.87445,0.56486,0.98583,1.31359,1.16959,0.00114606,0.00114606,0.00114606
42,66.1726,0.87768,1.00702,1.10877,0.86615,0.82896,0.85874,0.55646,0.96099,1.18506,1.17816,0.00113898,0.00113898,0.00113898
43,67.6812,0.84011,0.99296,1.11915,0.86414,0.82924,0.86207,0.66767,0.81039,0.8899,1.09113,0.00113191,0.00113191,0.00113191
44,69.198,0.93323,1.02946,1.19716,0.85534,0.78623,0.8472,0.62994,0.84887,1.07062,1.11104,0.00112484,0.00112484,0.00112484
45,70.6834,0.91152,1.08564,1.15599,0.87142,0.91486,0.91606,0.70736,0.83499,0.87079,1.12239,0.00111776,0.00111776,0.00111776
46,72.1407,0.86264,1.02471,1.13295,0.87002,0.9212,0.8855,0.68025,0.7817,0.8252,1.09242,0.00111069,0.00111069,0.00111069
47,73.6345,0.96933,1.0182,1.19143,0.80686,0.9029,0.8454,0.64587,0.87325,0.84989,1.11008,0.00110362,0.00110362,0.00110362
48,75.2682,0.9359,1.08823,1.14095,0.79326,0.81135,0.83677,0.63149,0.87392,1.08303,1.14557,0.00109654,0.00109654,0.00109654
49,76.7714,0.82917,1.02245,1.1237,0.76704,0.8952,0.85429,0.63432,0.84599,0.94505,1.1654,0.00108947,0.00108947,0.00108947
50,78.2563,0.94383,1.08266,1.19064,0.8422,0.85653,0.86715,0.59336,0.79139,0.93344,1.12788,0.0010824,0.0010824,0.0010824
51,79.7409,0.89201,0.94739,1.13192,0.75515,0.91293,0.85772,0.68297,0.79418,0.92573,1.07888,0.00107532,0.00107532,0.00107532
52,81.2206,0.85214,1.03521,1.13396,0.90441,0.82796,0.89503,0.65722,0.84498,0.86549,1.13842,0.00106825,0.00106825,0.00106825
53,82.7119,0.81573,1.05885,1.09113,0.80145,0.90036,0.89852,0.64622,0.86372,0.9175,1.15207,0.00106118,0.00106118,0.00106118
54,84.1843,0.90308,1.03911,1.13802,0.8067,0.85688,0.88017,0.64034,0.83002,0.95105,1.12856,0.0010541,0.0010541,0.0010541
55,85.6961,0.84231,0.94733,1.1039,0.84118,0.83906,0.86816,0.66298,0.75164,0.90419,1.06635,0.00104703,0.00104703,0.00104703
56,87.3505,0.84709,0.92263,1.1141,0.80291,0.86983,0.90538,0.69023,0.79202,0.82413,1.11877,0.00103995,0.00103995,0.00103995
57,88.8398,0.82703,0.96623,1.10361,0.84915,0.88001,0.91851,0.70817,0.80311,0.84533,1.10702,0.00103288,0.00103288,0.00103288
58,90.3362,0.86093,0.93435,1.12179,0.80545,0.95018,0.90118,0.69654,0.77919,0.92477,1.07481,0.00102581,0.00102581,0.00102581
59,91.8198,0.76847,0.8181,1.07017,0.82181,0.94713,0.88695,0.68311,0.78228,0.84612,1.05587,0.00101873,0.00101873,0.00101873
60,93.3558,0.87375,0.912,1.15855,0.82972,0.91814,0.90299,0.71173,0.81926,0.75369,1.07887,0.00101166,0.00101166,0.00101166
61,94.8323,0.82374,0.82661,1.0879,0.86534,0.96467,0.91855,0.7232,0.73952,0.71442,1.05553,0.00100459,0.00100459,0.00100459
62,96.3364,0.74189,0.84783,1.04548,0.86195,0.96002,0.92308,0.70495,0.80151,0.80107,1.11713,0.000997513,0.000997513,0.000997513
63,97.9388,0.89476,0.89153,1.14853,0.8796,0.91364,0.92714,0.72181,0.80157,0.76411,1.10955,0.00099044,0.00099044,0.00099044
64,99.4292,0.80066,0.84363,1.11678,0.86809,0.90293,0.90128,0.70121,0.77847,0.84541,1.07931,0.000983366,0.000983366,0.000983366
65,100.883,0.80787,0.8309,1.09199,0.90999,0.89215,0.89946,0.7251,0.7125,0.878,1.06261,0.000976293,0.000976293,0.000976293
66,102.382,0.78888,0.8228,1.07965,0.87142,0.9237,0.91224,0.72725,0.72485,0.77708,1.06051,0.000969219,0.000969219,0.000969219
67,103.862,0.79936,0.88155,1.11326,0.88871,0.87403,0.92873,0.74655,0.71083,0.72794,1.072,0.000962146,0.000962146,0.000962146
68,105.377,0.80857,0.84673,1.1078,0.88846,0.8887,0.90435,0.73244,0.75988,0.81399,1.05323,0.000955072,0.000955072,0.000955072
69,106.88,0.77322,0.85101,1.07211,0.89091,0.9067,0.91295,0.74793,0.68036,0.78244,0.99639,0.000947999,0.000947999,0.000947999
70,108.562,0.70074,0.73753,1.05022,0.90904,0.87273,0.91222,0.73042,0.74746,0.791,1.04254,0.000940925,0.000940925,0.000940925
71,110.061,0.77717,0.83148,1.08314,0.89466,0.8846,0.92125,0.74386,0.70972,0.73476,1.04473,0.000933851,0.000933851,0.000933851
72,111.584,0.76559,0.78935,1.06951,0.9072,0.90458,0.91618,0.72403,0.73247,0.74182,1.04761,0.000926778,0.000926778,0.000926778
73,113.1,0.73538,0.85383,1.06022,0.89664,0.90044,0.92053,0.73875,0.72263,0.72399,1.03658,0.000919704,0.000919704,0.000919704
74,114.604,0.74762,0.79558,1.01999,0.95095,0.89221,0.92074,0.74583,0.73705,0.72752,1.02667,0.000912631,0.000912631,0.000912631
75,116.096,0.80194,0.84216,1.12195,0.91933,0.89429,0.91906,0.75941,0.68073,0.7522,0.99588,0.000905557,0.000905557,0.000905557
76,117.605,0.82947,0.89766,1.10638,0.91314,0.91436,0.90972,0.74518,0.70053,0.72849,1.02339,0.000898484,0.000898484,0.000898484
77,119.097,0.8044,0.90358,1.10685,0.86851,0.88177,0.90911,0.7443,0.72162,0.75143,1.01205,0.00089141,0.00089141,0.00089141
78,120.701,0.76757,0.81935,1.10909,0.86386,0.90012,0.91509,0.74199,0.73867,0.75039,1.02576,0.000884337,0.000884337,0.000884337
79,122.191,0.77028,0.8038,1.05911,0.9152,0.9056,0.92145,0.73206,0.73119,0.79583,1.05439,0.000877263,0.000877263,0.000877263
80,123.676,0.77879,0.81529,1.08809,0.90916,0.88223,0.90921,0.72789,0.6914,0.76445,1.01559,0.00087019,0.00087019,0.00087019
81,125.177,0.74612,0.80081,1.04932,0.86354,0.93501,0.90237,0.72904,0.7095,0.72132,1.03884,0.000863116,0.000863116,0.000863116
82,126.687,0.7312,0.7804,1.06018,0.85283,0.95018,0.90571,0.72906,0.70408,0.72453,1.04411,0.000856042,0.000856042,0.000856042
83,128.191,0.75196,0.78689,1.06777,0.88118,0.93554,0.91273,0.69754,0.77086,0.73892,1.12605,0.000848969,0.000848969,0.000848969
84,129.68,0.77169,0.77507,1.06757,0.90838,0.92946,0.92431,0.7529,0.76735,0.65522,1.07996,0.000841895,0.000841895,0.000841895
85,131.287,0.71226,0.76622,1.06907,0.89419,0.93569,0.92951,0.76935,0.73833,0.65965,1.02921,0.000834822,0.000834822,0.000834822
86,132.77,0.74323,0.76715,1.0501,0.90927,0.91832,0.92621,0.76357,0.7241,0.67402,1.01612,0.000827748,0.000827748,0.000827748
87,134.276,0.82221,0.78353,1.10373,0.89633,0.9333,0.92423,0.75323,0.7207,0.66106,1.02131,0.000820675,0.000820675,0.000820675
88,135.776,0.71534,0.70021,1.04362,0.93603,0.93027,0.93074,0.76564,0.70347,0.64198,1.03428,0.000813601,0.000813601,0.000813601
89,137.256,0.70246,0.69801,1.04898,0.93125,0.89221,0.92158,0.76413,0.65777,0.68782,1.0037,0.000806528,0.000806528,0.000806528
90,138.724,0.73126,0.76804,1.05377,0.93494,0.88659,0.93015,0.76504,0.67383,0.68891,1.02031,0.000799454,0.000799454,0.000799454
91,140.232,0.73983,0.78645,1.05334,0.90205,0.94687,0.93911,0.77149,0.65792,0.65479,1.01759,0.00079238,0.00079238,0.00079238
92,141.941,0.75096,0.78263,1.05723,0.91871,0.93569,0.94479,0.77858,0.69958,0.65254,1.02909,0.000785307,0.000785307,0.000785307
93,143.43,0.67813,0.68986,1.05814,0.92965,0.89267,0.93136,0.73804,0.73712,0.6809,1.05464,0.000778233,0.000778233,0.000778233
94,144.907,0.79922,0.76598,1.07831,0.8851,0.9438,0.90697,0.7248,0.73573,0.68535,1.02544,0.00077116,0.00077116,0.00077116
95,146.404,0.75662,0.79738,1.05818,0.89663,0.93461,0.91402,0.74633,0.72209,0.67225,0.99764,0.000764086,0.000764086,0.000764086
96,147.9,0.72302,0.7186,1.06565,0.89104,0.89821,0.91604,0.746,0.71521,0.69902,1.01011,0.000757013,0.000757013,0.000757013
97,149.394,0.67937,0.7136,1.02837,0.94165,0.84873,0.91624,0.74561,0.6899,0.70897,1.0426,0.000749939,0.000749939,0.000749939
98,150.862,0.77857,0.82576,1.10106,0.85642,0.88242,0.90174,0.75042,0.68126,0.69615,1.05778,0.000742866,0.000742866,0.000742866
99,152.37,0.70158,0.7487,1.04282,0.84057,0.9101,0.9115,0.75724,0.69397,0.6676,1.06905,0.000735792,0.000735792,0.000735792
100,154.016,0.69375,0.74139,1.03042,0.89994,0.9212,0.91749,0.72931,0.6787,0.67743,1.06925,0.000728719,0.000728719,0.000728719
101,155.487,0.69689,0.68443,1.05874,0.88461,0.90131,0.91313,0.7512,0.67738,0.72788,1.04386,0.000721645,0.000721645,0.000721645
102,156.999,0.67878,0.72,0.99749,0.90986,0.8885,0.92312,0.75831,0.65327,0.69646,1.0074,0.000714571,0.000714571,0.000714571
103,158.518,0.64032,0.67942,1.01005,0.89235,0.9429,0.91639,0.74838,0.6655,0.67041,1.00363,0.000707498,0.000707498,0.000707498
104,160.021,0.70382,0.69258,1.01497,0.92203,0.93277,0.91671,0.75893,0.69881,0.64157,1.03342,0.000700424,0.000700424,0.000700424
105,161.509,0.68916,0.74863,1.00577,0.8975,0.95255,0.92087,0.76966,0.64317,0.64831,1.00047,0.000693351,0.000693351,0.000693351
106,162.957,0.65095,0.66277,1.02124,0.92343,0.94593,0.92657,0.76861,0.62283,0.65998,0.99765,0.000686277,0.000686277,0.000686277
107,164.552,0.58996,0.66062,0.98752,0.91172,0.95018,0.9314,0.77789,0.66817,0.65049,0.98214,0.000679204,0.000679204,0.000679204
108,166.078,0.70722,0.72171,1.04394,0.88723,0.95018,0.93098,0.76758,0.68667,0.63053,0.98892,0.00067213,0.00067213,0.00067213
109,167.573,0.73017,0.67404,1.05591,0.8808,0.93264,0.92292,0.77517,0.6577,0.65226,0.97844,0.000665057,0.000665057,0.000665057
110,169.053,0.68354,0.6813,1.06215,0.87376,0.92516,0.92529,0.77239,0.63239,0.66732,0.94727,0.000657983,0.000657983,0.000657983
111,170.551,0.74215,0.74441,1.0609,0.92305,0.88324,0.92249,0.77664,0.63935,0.69615,0.95,0.000650909,0.000650909,0.000650909
112,172.084,0.67853,0.71552,1.02818,0.92849,0.87729,0.91626,0.76731,0.6368,0.67777,0.97326,0.000643836,0.000643836,0.000643836
113,173.571,0.69715,0.70929,1.04993,0.89029,0.95363,0.90962,0.75308,0.61402,0.69759,0.96563,0.000636762,0.000636762,0.000636762
114,175.199,0.71912,0.69801,1.08827,0.87535,0.95018,0.91615,0.78374,0.61604,0.65354,0.94843,0.000629689,0.000629689,0.000629689
115,176.672,0.73173,0.68056,1.1066,0.91765,0.88874,0.93609,0.80545,0.61361,0.63099,0.94216,0.000622615,0.000622615,0.000622615
116,178.21,0.58891,0.6222,1.00007,0.86861,0.95018,0.92808,0.79212,0.61143,0.63869,0.95318,0.000615542,0.000615542,0.000615542
117,179.715,0.62548,0.61205,0.9986,0.91191,0.92314,0.93332,0.80307,0.58097,0.67179,0.9355,0.000608468,0.000608468,0.000608468
118,181.203,0.6141,0.60266,0.9878,0.85292,0.90426,0.90274,0.77017,0.62037,0.70436,0.95708,0.000601395,0.000601395,0.000601395
119,182.679,0.5919,0.62584,1.00403,0.88056,0.92935,0.91716,0.77043,0.65095,0.73225,0.97226,0.000594321,0.000594321,0.000594321
120,184.155,0.59156,0.58909,0.98175,0.88341,0.91464,0.91032,0.7636,0.58751,0.7454,0.95159,0.000587248,0.000587248,0.000587248
121,185.777,0.68229,0.78619,1.05774,0.87574,0.91486,0.91117,0.77185,0.59241,0.73024,0.93928,0.000580174,0.000580174,0.000580174
122,187.266,0.6444,0.64049,1.01876,0.90292,0.92552,0.91596,0.75281,0.62714,0.69008,0.94669,0.0005731,0.0005731,0.0005731
123,188.722,0.59925,0.58985,0.97166,0.90624,0.93101,0.92044,0.76101,0.61436,0.6733,0.92944,0.000566027,0.000566027,0.000566027
124,190.218,0.55055,0.58533,0.98472,0.89176,0.95018,0.9364,0.7835,0.62338,0.64353,0.95726,0.000558953,0.000558953,0.000558953
125,191.699,0.65625,0.58796,1.05375,0.92965,0.88685,0.92985,0.78306,0.62696,0.65499,0.97414,0.00055188,0.00055188,0.00055188
126,193.175,0.58608,0.63872,1.00232,0.92914,0.89051,0.91881,0.77538,0.63177,0.65356,0.99667,0.000544806,0.000544806,0.000544806
127,194.67,0.61776,0.58767,1.00665,0.96399,0.79551,0.90637,0.7458,0.63408,0.64532,1.02349,0.000537733,0.000537733,0.000537733
128,196.344,0.65429,0.6606,1.03532,0.82487,0.92935,0.916,0.76863,0.59661,0.61639,0.98994,0.000530659,0.000530659,0.000530659
129,197.848,0.66685,0.69186,1.02095,0.91969,0.87625,0.91694,0.76819,0.61882,0.62316,0.97845,0.000523586,0.000523586,0.000523586
130,199.347,0.57707,0.59759,0.9892,0.9262,0.87772,0.91988,0.78623,0.61573,0.61675,0.97144,0.000516512,0.000516512,0.000516512
131,200.84,0.59415,0.6423,1.02237,0.92249,0.9026,0.93207,0.79685,0.58966,0.60719,0.94633,0.000509438,0.000509438,0.000509438
132,202.354,0.56225,0.65329,0.97735,0.92382,0.87772,0.93026,0.79692,0.63875,0.63097,0.97495,0.000502365,0.000502365,0.000502365
133,203.825,0.58527,0.66004,0.97245,0.92725,0.89052,0.93131,0.78339,0.66052,0.64331,1.00354,0.000495291,0.000495291,0.000495291
134,205.296,0.62027,0.67792,1.03811,0.87569,0.91124,0.91933,0.78809,0.64042,0.6246,1.0132,0.000488218,0.000488218,0.000488218
135,206.77,0.55373,0.60042,0.98814,0.90761,0.9067,0.92461,0.76886,0.62605,0.64492,1.01024,0.000481144,0.000481144,0.000481144
136,208.413,0.5462,0.60007,0.96992,0.9366,0.87772,0.91744,0.77055,0.60747,0.65447,1.00778,0.000474071,0.000474071,0.000474071
137,209.901,0.59457,0.57213,1.02149,0.93367,0.87772,0.9069,0.77204,0.59175,0.67224,0.99231,0.000466997,0.000466997,0.000466997
138,211.384,0.59394,0.59824,0.98891,0.93299,0.87772,0.90881,0.77213,0.58216,0.64292,0.99653,0.000459924,0.000459924,0.000459924
139,212.868,0.6013,0.63241,0.99576,0.93406,0.87772,0.91023,0.79015,0.57942,0.59609,0.9924,0.00045285,0.00045285,0.00045285
140,214.367,0.6157,0.62821,0.99566,0.93444,0.87171,0.91298,0.78761,0.61438,0.58767,0.96979,0.000445777,0.000445777,0.000445777
141,215.852,0.6104,0.57588,0.98672,0.93153,0.87688,0.91717,0.79353,0.5533,0.58064,0.93855,0.000438703,0.000438703,0.000438703
142,217.351,0.58014,0.58978,0.9836,0.89345,0.95018,0.92844,0.79225,0.55622,0.5986,0.95873,0.000431629,0.000431629,0.000431629
143,218.962,0.57917,0.56985,0.99126,0.92059,0.9067,0.92287,0.78643,0.58481,0.60117,0.96861,0.000424556,0.000424556,0.000424556
144,220.451,0.53628,0.53529,0.94877,0.94916,0.86344,0.92008,0.77588,0.60476,0.60414,0.9816,0.000417482,0.000417482,0.000417482
145,221.937,0.63049,0.62898,1.00731,0.93956,0.87772,0.91807,0.7894,0.58432,0.60666,0.98082,0.000410409,0.000410409,0.000410409
146,223.43,0.56423,0.5741,0.98565,0.94896,0.87772,0.90965,0.77291,0.59747,0.59337,0.98254,0.000403335,0.000403335,0.000403335
147,224.923,0.56338,0.60617,0.94974,0.95232,0.87646,0.90998,0.77162,0.60128,0.58373,0.96903,0.000396262,0.000396262,0.000396262
148,226.398,0.59856,0.5642,0.9929,0.91961,0.88817,0.91038,0.78582,0.60087,0.59375,0.95594,0.000389188,0.000389188,0.000389188
149,227.898,0.54923,0.56334,0.96179,0.90999,0.8919,0.92588,0.80586,0.57416,0.59184,0.96055,0.000382115,0.000382115,0.000382115
150,229.506,0.54945,0.55583,0.94374,0.93176,0.87772,0.91542,0.79449,0.56359,0.61218,0.94564,0.000375041,0.000375041,0.000375041
151,230.954,0.61026,0.59901,1.0006,0.93668,0.8653,0.9142,0.7935,0.55746,0.60415,0.92101,0.000367967,0.000367967,0.000367967
152,232.437,0.5744,0.55715,0.98364,0.93173,0.87772,0.92176,0.80632,0.56471,0.57748,0.92514,0.000360894,0.000360894,0.000360894
153,233.963,0.60181,0.58454,0.97207,0.93344,0.87772,0.92295,0.8001,0.56555,0.59037,0.92607,0.00035382,0.00035382,0.00035382
154,235.43,0.5903,0.59675,1.00695,0.93623,0.87772,0.92184,0.80972,0.54475,0.603,0.93631,0.000346747,0.000346747,0.000346747
155,236.93,0.55811,0.58745,0.95408,0.9316,0.87772,0.9202,0.80133,0.56756,0.6087,0.96744,0.000339673,0.000339673,0.000339673
156,238.441,0.62457,0.63258,1.01526,0.93085,0.87772,0.917,0.79312,0.60943,0.58374,0.9945,0.0003326,0.0003326,0.0003326
157,240.043,0.53899,0.58106,0.99383,0.93127,0.87772,0.91888,0.78761,0.61162,0.59466,0.9863,0.000325526,0.000325526,0.000325526
158,241.504,0.56255,0.57842,0.98442,0.93074,0.87772,0.9196,0.78859,0.59457,0.57396,0.98395,0.000318453,0.000318453,0.000318453
159,242.993,0.52197,0.5488,0.9631,0.93029,0.87772,0.92201,0.80124,0.58689,0.55903,0.98961,0.000311379,0.000311379,0.000311379
160,244.442,0.5492,0.58688,1.04414,0.93688,0.87772,0.90511,0.78426,0.58623,0.56021,0.97974,0.000304306,0.000304306,0.000304306
161,245.927,0.60597,0.58872,0.99893,0.93023,0.87772,0.91139,0.78742,0.59091,0.55807,0.96673,0.000297232,0.000297232,0.000297232
162,247.404,0.54259,0.56123,0.96083,0.9294,0.87772,0.91012,0.79147,0.60328,0.54855,0.97563,0.000290158,0.000290158,0.000290158
163,248.892,0.53317,0.54492,0.94588,0.93135,0.87772,0.91565,0.79088,0.57664,0.55037,0.98127,0.000283085,0.000283085,0.000283085
164,250.548,0.4895,0.51771,0.96751,0.93875,0.84167,0.90442,0.79153,0.56274,0.5693,0.98314,0.000276011,0.000276011,0.000276011
165,252.039,0.50885,0.51598,0.94329,0.9042,0.86017,0.90152,0.78997,0.55949,0.57549,0.97124,0.000268938,0.000268938,0.000268938
166,253.515,0.49118,0.51945,0.92934,0.92642,0.87772,0.91394,0.79743,0.5721,0.56838,0.96283,0.000261864,0.000261864,0.000261864
167,255.013,0.56626,0.57466,0.97696,0.93211,0.87772,0.90959,0.79683,0.56948,0.5631,0.95343,0.000254791,0.000254791,0.000254791
168,256.515,0.51851,0.58134,0.95657,0.91882,0.87772,0.91008,0.79329,0.56047,0.5889,0.93101,0.000247717,0.000247717,0.000247717
169,257.989,0.4878,0.51723,0.95093,0.90047,0.89163,0.91319,0.79982,0.53039,0.56859,0.9093,0.000240644,0.000240644,0.000240644
170,259.496,0.53213,0.54297,0.96845,0.93211,0.85688,0.90197,0.79565,0.51582,0.5471,0.89322,0.00023357,0.00023357,0.00023357
171,261.01,0.55795,0.54595,0.97188,0.91753,0.88737,0.90423,0.79171,0.53408,0.54155,0.90234,0.000226497,0.000226497,0.000226497
172,262.654,0.51293,0.55093,0.9612,0.91351,0.8886,0.91129,0.7953,0.56317,0.5546,0.92564,0.000219423,0.000219423,0.000219423
173,264.142,0.53089,0.53038,1.01662,0.93554,0.87772,0.91174,0.78623,0.57325,0.53692,0.94364,0.000212349,0.000212349,0.000212349
174,265.659,0.52344,0.495,0.98145,0.93626,0.87772,0.91202,0.80142,0.56428,0.5246,0.93724,0.000205276,0.000205276,0.000205276
175,267.159,0.4897,0.49783,0.95243,0.93682,0.87772,0.91254,0.80464,0.54601,0.52201,0.93055,0.000198202,0.000198202,0.000198202
176,268.649,0.50735,0.54168,0.95849,0.93471,0.87772,0.91608,0.802,0.53616,0.53082,0.92556,0.000191129,0.000191129,0.000191129
177,270.106,0.57048,0.54548,1.01684,0.93075,0.87772,0.91658,0.80324,0.53874,0.53964,0.92544,0.000184055,0.000184055,0.000184055
178,271.57,0.5365,0.52648,0.94608,0.9291,0.87772,0.91319,0.79165,0.54469,0.55544,0.92035,0.000176982,0.000176982,0.000176982
179,273.136,0.60117,0.55178,1.00701,0.9299,0.87772,0.91101,0.79368,0.54696,0.55214,0.91811,0.000169908,0.000169908,0.000169908
180,274.633,0.54322,0.50903,0.96923,0.93091,0.87772,0.91388,0.78992,0.54679,0.56299,0.9107,0.000162835,0.000162835,0.000162835
181,276.119,0.58267,0.5722,0.97505,0.9346,0.87772,0.91665,0.78942,0.55994,0.56815,0.92044,0.000155761,0.000155761,0.000155761
182,277.612,0.51605,0.55282,0.9743,0.92147,0.91623,0.9223,0.79217,0.56224,0.55609,0.92319,0.000148687,0.000148687,0.000148687
183,279.054,0.53468,0.50737,0.97077,0.92301,0.91396,0.92486,0.79492,0.5622,0.55107,0.93404,0.000141614,0.000141614,0.000141614
184,280.531,0.50235,0.5204,0.94746,0.9217,0.9067,0.92377,0.78479,0.54739,0.53816,0.94378,0.00013454,0.00013454,0.00013454
185,281.992,0.52925,0.52157,0.94562,0.9245,0.89565,0.92362,0.78879,0.54185,0.54288,0.94525,0.000127467,0.000127467,0.000127467
