epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,64.9719,0.84294,1.09274,1.09873,0.90301,0.87563,0.9048,0.68275,0.80993,0.87838,1.10362,0.00089141,0.00089141,0.00089141
40,66.2804,0.92427,1.16615,1.17084,0.86147,0.88768,0.90327,0.63561,0.91122,1.02178,1.15935,0.000877263,0.000877263,0.000877263
41,67.5647,0.88017,1.12871,1.11668,0.85397,0.89998,0.9113,0.69956,0.77147,0.98942,1.07895,0.000863116,0.000863116,0.000863116
42,68.8628,0.78127,1.01011,1.07867,0.86207,0.85075,0.89881,0.68438,0.75825,0.9956,1.08502,0.000848969,0.000848969,0.000848969
43,70.1544,0.81647,1.03817,1.11016,0.87022,0.86322,0.89879,0.68231,0.81859,0.98553,1.14134,0.000834822,0.000834822,0.000834822
44,71.46,0.87882,1.02604,1.16879,0.86087,0.8847,0.90161,0.64724,0.80561,1.03333,1.12433,0.000820675,0.000820675,0.000820675
45,72.7622,0.81708,1.06428,1.12281,0.84168,0.92539,0.87944,0.60534,0.91338,0.96187,1.20777,0.000806528,0.000806528,0.000806528
46,74.0571,0.83078,1.06833,1.13908,0.80578,0.89826,0.85269,0.65583,0.77098,0.90453,1.10304,0.00079238,0.00079238,0.00079238
47,75.3484,0.82316,0.96485,1.12634,0.81666,0.88132,0.87103,0.65604,0.83094,0.93968,1.13667,0.000778233,0.000778233,0.000778233
48,76.6595,0.88111,1.05271,1.14723,0.80324,0.83812,0.85852,0.64849,0.77607,0.91867,1.10187,0.000764086,0.000764086,0.000764086
49,77.9513,0.75205,0.99525,1.0865,0.87169,0.88755,0.91106,0.67957,0.78596,0.87495,1.13377,0.000749939,0.000749939,0.000749939
50,79.2639,0.93003,1.11608,1.19232,0.84724,0.80827,0.89408,0.66551,0.80272,0.93403,1.16822,0.000735792,0.000735792,0.000735792
51,80.5736,0.83322,0.97667,1.11758,0.89342,0.81522,0.8913,0.67302,0.81327,0.86689,1.15554,0.000721645,0.000721645,0.000721645
52,81.8566,0.81362,1.03903,1.11371,0.88343,0.9266,0.90092,0.6765,0.81567,0.85099,1.14211,0.000707498,0.000707498,0.000707498
53,83.1311,0.78095,0.99603,1.08218,0.90266,0.92097,0.91759,0.68815,0.8436,0.8285,1.14932,0.000693351,0.000693351,0.000693351
54,84.4403,0.82998,0.97855,1.11626,0.81184,0.85054,0.87363,0.67815,0.81473,0.7976,1.12921,0.000679204,0.000679204,0.000679204
55,85.7319,0.73766,0.86099,1.06049,0.83368,0.79284,0.88509,0.6748,0.78998,0.83889,1.14415,0.000665057,0.000665057,0.000665057
56,87.0266,0.78962,0.91253,1.10369,0.93348,0.83792,0.90623,0.70725,0.77454,0.7497,1.12267,0.000650909,0.000650909,0.000650909
57,88.3224,0.78963,0.96134,1.10176,0.89704,0.85688,0.91125,0.7259,0.75891,0.74828,1.07823,0.000636762,0.000636762,0.000636762
58,89.6086,0.76226,0.85854,1.068,0.90386,0.88685,0.91553,0.7478,0.75153,0.78055,1.06188,0.000622615,0.000622615,0.000622615
59,90.9315,0.69224,0.81981,1.02571,0.86573,0.93569,0.92127,0.73802,0.73127,0.7863,1.06274,0.000608468,0.000608468,0.000608468
60,92.2514,0.79158,0.87586,1.11303,0.93141,0.87914,0.91082,0.72802,0.69788,0.76115,1.04315,0.000594321,0.000594321,0.000594321
61,93.4936,0.76264,0.8559,1.07569,0.93088,0.87772,0.91053,0.72682,0.76357,0.76632,1.07176,0.000580174,0.000580174,0.000580174
62,94.7915,0.70462,0.87658,1.03152,0.84255,0.93883,0.92004,0.72198,0.74427,0.74888,1.06937,0.000566027,0.000566027,0.000566027
63,96.0729,0.76845,0.83359,1.10503,0.90777,0.9067,0.93353,0.75815,0.70113,0.70691,1.07491,0.00055188,0.00055188,0.00055188
64,97.4487,0.69396,0.78207,1.0597,0.85677,0.91143,0.90486,0.73142,0.74102,0.75375,1.08381,0.000537733,0.000537733,0.000537733
65,98.7663,0.72317,0.85626,1.06824,0.85399,0.8994,0.89245,0.718,0.71616,0.82045,1.08448,0.000523586,0.000523586,0.000523586
66,100.074,0.70485,0.80807,1.04709,0.93424,0.88364,0.9055,0.72575,0.69739,0.74854,1.08784,0.000509438,0.000509438,0.000509438
67,101.407,0.68838,0.79704,1.05022,0.88505,0.9067,0.91214,0.72385,0.69919,0.73651,1.06773,0.000495291,0.000495291,0.000495291
68,102.741,0.72832,0.81632,1.08694,0.90537,0.88608,0.91929,0.73716,0.72705,0.69034,1.05944,0.000481144,0.000481144,0.000481144
69,104.06,0.67045,0.81885,1.03927,0.90525,0.87811,0.91004,0.74691,0.6926,0.72038,1.03656,0.000466997,0.000466997,0.000466997
70,105.382,0.62357,0.71733,1.01751,0.87769,0.9067,0.90671,0.73307,0.6508,0.73322,1.01891,0.00045285,0.00045285,0.00045285
71,106.645,0.70944,0.82909,1.05515,0.90869,0.9159,0.9201,0.73306,0.66643,0.69782,1.04813,0.000438703,0.000438703,0.000438703
72,107.996,0.63142,0.71115,1.01679,0.9286,0.9067,0.92176,0.74312,0.71505,0.69213,1.05735,0.000424556,0.000424556,0.000424556
73,109.267,0.67223,0.79421,1.03034,0.9225,0.89221,0.92241,0.74824,0.71778,0.69285,1.06073,0.000410409,0.000410409,0.000410409
74,110.538,0.6461,0.7119,0.99289,0.9114,0.87772,0.90909,0.73312,0.69234,0.6905,1.0513,0.000396262,0.000396262,0.000396262
75,111.865,0.66343,0.79105,1.05446,0.90856,0.89005,0.92551,0.75072,0.65452,0.68584,1.02248,0.000382115,0.000382115,0.000382115
76,113.165,0.70047,0.83377,1.04279,0.8898,0.93569,0.92917,0.76336,0.67264,0.67854,1.01157,0.000367967,0.000367967,0.000367967
77,114.428,0.72845,0.81498,1.0618,0.88634,0.9212,0.9172,0.76514,0.65972,0.67754,0.99365,0.00035382,0.00035382,0.00035382
78,115.718,0.65011,0.73754,1.04915,0.92437,0.89221,0.91438,0.77024,0.64505,0.67774,0.9909,0.000339673,0.000339673,0.000339673
79,117.008,0.65692,0.74118,1.02337,0.92501,0.89712,0.92353,0.77026,0.64676,0.68338,1.03242,0.000325526,0.000325526,0.000325526
80,118.311,0.66609,0.77523,1.0328,0.89891,0.9212,0.92631,0.75231,0.6259,0.67157,1.0061,0.000311379,0.000311379,0.000311379
81,119.641,0.62292,0.7305,1.01421,0.88606,0.9212,0.92275,0.7462,0.67383,0.67503,1.00524,0.000297232,0.000297232,0.000297232
82,120.952,0.64554,0.73929,1.04186,0.89403,0.90279,0.921,0.75404,0.68745,0.67405,1.00379,0.000283085,0.000283085,0.000283085
83,122.286,0.62568,0.74238,1.03441,0.9109,0.8964,0.92278,0.76368,0.69436,0.65864,0.99713,0.000268938,0.000268938,0.000268938
84,123.63,0.64313,0.73145,1.0192,0.90161,0.91083,0.92238,0.77709,0.64276,0.6486,0.9666,0.000254791,0.000254791,0.000254791
85,124.927,0.58834,0.70973,1.01042,0.87849,0.94514,0.92291,0.77628,0.62602,0.63598,0.962,0.000240644,0.000240644,0.000240644
86,126.21,0.60915,0.71993,1.00459,0.9306,0.88762,0.92613,0.79069,0.62454,0.61782,0.96316,0.000226497,0.000226497,0.000226497
87,127.54,0.65876,0.74736,1.04295,0.92996,0.8835,0.92923,0.79623,0.64357,0.61479,0.97962,0.000212349,0.000212349,0.000212349
88,128.907,0.56823,0.66571,0.98383,0.85301,0.95455,0.92889,0.78898,0.64641,0.62191,1.00555,0.000198202,0.000198202,0.000198202
89,130.222,0.52932,0.655,0.98625,0.89885,0.90441,0.92791,0.78503,0.62582,0.63427,0.99838,0.000184055,0.000184055,0.000184055
90,131.522,0.60571,0.71531,1.02203,0.88224,0.93173,0.92407,0.77937,0.61888,0.63699,0.99208,0.000169908,0.000169908,0.000169908
91,133.584,0.63732,0.7302,1.04285,0.94053,0.88714,0.9253,0.77531,0.63924,0.63842,0.99736,0.000155761,0.000155761,0.000155761
92,134.95,0.64496,0.75337,1.05293,0.93361,0.88252,0.91599,0.77384,0.62304,0.63951,0.98405,0.000141614,0.000141614,0.000141614
93,136.262,0.57249,0.68409,1.02598,0.92412,0.89228,0.91856,0.78398,0.61323,0.61682,0.97884,0.000127467,0.000127467,0.000127467
94,137.57,0.60428,0.72551,0.98628,0.93551,0.88808,0.92167,0.78847,0.61352,0.59628,0.97682,0.00011332,0.00011332,0.00011332
95,138.878,0.53534,0.66234,0.94507,0.93655,0.89131,0.92758,0.79906,0.60937,0.58274,0.97261,9.91726e-05,9.91726e-05,9.91726e-05
96,140.199,0.56347,0.68428,0.9938,0.93596,0.8918,0.92888,0.79544,0.59204,0.57808,0.9636,8.50255e-05,8.50255e-05,8.50255e-05
97,141.507,0.5611,0.69326,1.00539,0.93512,0.88555,0.92728,0.79668,0.58841,0.58922,0.96267,7.08784e-05,7.08784e-05,7.08784e-05
98,142.826,0.5464,0.67051,0.9784,0.93451,0.88313,0.92685,0.79545,0.59031,0.60154,0.96449,5.67313e-05,5.67313e-05,5.67313e-05
99,144.114,0.56333,0.64419,0.98158,0.9336,0.88165,0.92467,0.80304,0.59211,0.60695,0.96406,4.25842e-05,4.25842e-05,4.25842e-05
100,145.488,0.6061,0.67853,1.0375,0.93293,0.88204,0.92462,0.79729,0.59398,0.60974,0.96544,2.84371e-05,2.84371e-05,2.84371e-05
