epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,25.8665,0.68123,1.57955,1.00783,0.67682,0.45833,0.48244,0.33573,0.97055,3.25891,0.94525,0.000565561,0.000565561,0.000565561
50,26.2754,0.78575,1.61766,1.05264,0.73662,0.45833,0.56387,0.41094,0.93691,3.18176,0.96548,0.000566333,0.000566333,0.000566333
51,26.6359,0.73467,1.90199,1.00359,0.73662,0.45833,0.56387,0.41094,0.93691,3.18176,0.96548,0.000561055,0.000561055,0.000561055
52,27.0251,0.68621,1.6934,1.0065,0.76183,0.45833,0.57424,0.45742,0.82157,2.93697,0.89267,0.000550056,0.000550056,0.000550056
53,27.39,0.6156,1.37344,0.95297,0.76183,0.45833,0.57424,0.45742,0.82157,2.93697,0.89267,0.000539057,0.000539057,0.000539057
54,27.7878,0.62599,1.49742,0.96932,0.77415,0.487,0.57265,0.45017,0.75249,2.83219,0.87041,0.000528058,0.000528058,0.000528058
55,28.1365,0.67703,1.70756,0.99348,0.77415,0.487,0.57265,0.45017,0.75249,2.83219,0.87041,0.000517059,0.000517059,0.000517059
56,28.5178,0.61049,1.53344,0.95438,0.67016,0.55,0.56635,0.43953,0.79167,2.79046,0.87264,0.00050606,0.00050606,0.00050606
57,28.8703,0.76692,1.46299,1.04488,0.67016,0.55,0.56635,0.43953,0.79167,2.79046,0.87264,0.000495062,0.000495062,0.000495062
58,29.248,0.67436,1.52698,1.00134,0.45519,0.56829,0.58149,0.44121,0.84106,2.68844,0.88189,0.000484063,0.000484063,0.000484063
59,29.5987,0.64064,1.48655,1.00168,0.45519,0.56829,0.58149,0.44121,0.84106,2.68844,0.88189,0.000473064,0.000473064,0.000473064
60,29.9625,0.65941,1.47002,1.02387,0.47081,0.63193,0.59841,0.43165,0.85444,2.64727,0.90063,0.000462065,0.000462065,0.000462065
61,30.3137,0.69963,1.63185,0.98905,0.47081,0.63193,0.59841,0.43165,0.85444,2.64727,0.90063,0.000451066,0.000451066,0.000451066
62,30.698,0.63227,1.47495,0.96992,0.42449,0.71667,0.59456,0.41081,0.88044,2.58425,0.91146,0.000440067,0.000440067,0.000440067
63,31.0462,0.68054,1.44426,0.97145,0.42449,0.71667,0.59456,0.41081,0.88044,2.58425,0.91146,0.000429068,0.000429068,0.000429068
64,31.4256,0.67232,1.60768,0.94685,0.40832,0.71667,0.60264,0.42195,0.87199,2.49636,0.9189,0.000418069,0.000418069,0.000418069
65,31.7788,0.64282,1.42334,0.95964,0.40832,0.71667,0.60264,0.42195,0.87199,2.49636,0.9189,0.00040707,0.00040707,0.00040707
66,32.1696,0.67321,1.53009,1.03214,0.4649,0.75597,0.61941,0.43989,0.90195,2.42617,0.94011,0.000396071,0.000396071,0.000396071
67,32.5173,0.7044,1.57016,1.02567,0.4649,0.75597,0.61941,0.43989,0.90195,2.42617,0.94011,0.000385073,0.000385073,0.000385073
68,32.8955,0.60058,1.40539,1.00108,0.45903,0.74444,0.65757,0.45548,0.87804,2.38477,0.94245,0.000374074,0.000374074,0.000374074
69,33.2461,0.61155,1.44935,0.98564,0.45903,0.74444,0.65757,0.45548,0.87804,2.38477,0.94245,0.000363075,0.000363075,0.000363075
70,33.6285,0.5932,1.3833,0.96695,0.51826,0.78003,0.67827,0.48657,0.84367,2.32011,0.9261,0.000352076,0.000352076,0.000352076
71,33.9911,0.72446,1.52286,1.08855,0.51826,0.78003,0.67827,0.48657,0.84367,2.32011,0.9261,0.000341077,0.000341077,0.000341077
72,34.3915,0.57985,1.54548,0.95023,0.59575,0.80752,0.69844,0.51216,0.81657,2.28493,0.91641,0.000330078,0.000330078,0.000330078
73,34.7593,0.61983,1.43217,1.06584,0.59575,0.80752,0.69844,0.51216,0.81657,2.28493,0.91641,0.000319079,0.000319079,0.000319079
74,35.1518,0.55731,1.3274,0.92077,0.59645,0.82796,0.7001,0.51774,0.79186,2.21542,0.90694,0.00030808,0.00030808,0.00030808
75,35.5167,0.53421,1.3078,0.92215,0.59645,0.82796,0.7001,0.51774,0.79186,2.21542,0.90694,0.000297081,0.000297081,0.000297081
76,35.9082,0.49922,1.24657,0.89693,0.58285,0.88333,0.70059,0.52939,0.75818,2.10722,0.89792,0.000286083,0.000286083,0.000286083
77,36.2717,0.57136,1.29093,0.93439,0.58285,0.88333,0.70059,0.52939,0.75818,2.10722,0.89792,0.000275084,0.000275084,0.000275084
78,36.6699,0.52301,1.29443,0.93073,0.58761,0.90848,0.71439,0.5681,0.71661,2.07131,0.89371,0.000264085,0.000264085,0.000264085
79,37.0365,0.72154,1.49102,1.01852,0.58761,0.90848,0.71439,0.5681,0.71661,2.07131,0.89371,0.000253086,0.000253086,0.000253086
80,37.421,0.63089,1.62114,1.02744,0.60754,0.91818,0.7157,0.56166,0.68903,2.02779,0.88852,0.000242087,0.000242087,0.000242087
81,37.7799,0.58727,1.27444,0.98178,0.60754,0.91818,0.7157,0.56166,0.68903,2.02779,0.88852,0.000231088,0.000231088,0.000231088
82,38.1451,0.50744,1.24998,0.94442,0.60659,0.94156,0.71313,0.57094,0.6624,2.00488,0.88011,0.000220089,0.000220089,0.000220089
83,38.5112,0.57339,1.28879,0.94231,0.60659,0.94156,0.71313,0.57094,0.6624,2.00488,0.88011,0.00020909,0.00020909,0.00020909
84,38.9025,0.6441,1.27666,1.01426,0.60594,0.925,0.71573,0.57377,0.6457,2.0135,0.87324,0.000198091,0.000198091,0.000198091
85,39.2693,0.57513,1.28953,1.00865,0.60594,0.925,0.71573,0.57377,0.6457,2.0135,0.87324,0.000187092,0.000187092,0.000187092
86,39.6472,0.5564,1.26846,0.97738,0.61815,0.925,0.72849,0.58746,0.6515,2.0482,0.87166,0.000176094,0.000176094,0.000176094
87,40.0174,0.55743,1.23888,0.93393,0.61815,0.925,0.72849,0.58746,0.6515,2.0482,0.87166,0.000165095,0.000165095,0.000165095
88,40.4003,0.57149,1.38388,0.99346,0.6311,0.91754,0.73293,0.57776,0.65907,2.10846,0.86986,0.000154096,0.000154096,0.000154096
89,40.7533,0.55342,1.40984,0.95442,0.6311,0.91754,0.73293,0.57776,0.65907,2.10846,0.86986,0.000143097,0.000143097,0.000143097
90,41.1192,0.51898,1.34761,0.95177,0.632,0.91395,0.74715,0.59396,0.66379,2.16286,0.86808,0.000132098,0.000132098,0.000132098
91,42.184,0.54866,1.81934,0.93856,0.632,0.91395,0.74715,0.59396,0.66379,2.16286,0.86808,0.000121099,0.000121099,0.000121099
92,42.6307,0.67361,1.95258,1.08707,0.63663,0.8757,0.7763,0.6104,0.682,2.19222,0.87101,0.0001101,0.0001101,0.0001101
93,43.0023,0.53096,1.63852,0.90079,0.63663,0.8757,0.7763,0.6104,0.682,2.19222,0.87101,9.91012e-05,9.91012e-05,9.91012e-05
94,43.3853,0.56718,1.61397,0.99876,0.57807,0.925,0.7553,0.58901,0.68345,2.1456,0.87459,8.81023e-05,8.81023e-05,8.81023e-05
95,43.7395,0.5744,1.80735,0.94692,0.57807,0.925,0.7553,0.58901,0.68345,2.1456,0.87459,7.71034e-05,7.71034e-05,7.71034e-05
96,44.1053,0.63488,1.74172,1.09023,0.58111,0.925,0.74415,0.57684,0.68531,2.07855,0.87681,6.61045e-05,6.61045e-05,6.61045e-05
97,44.4748,0.63295,1.93526,1.03753,0.58111,0.925,0.74415,0.57684,0.68531,2.07855,0.87681,5.51056e-05,5.51056e-05,5.51056e-05
98,44.8516,0.51421,1.69376,0.95938,0.58764,0.925,0.73823,0.59012,0.69418,2.03128,0.87955,4.41067e-05,4.41067e-05,4.41067e-05
99,45.218,0.58045,1.63267,1.02001,0.58764,0.925,0.73823,0.59012,0.69418,2.03128,0.87955,3.31078e-05,3.31078e-05,3.31078e-05
100,45.587,0.46936,1.50991,0.85238,0.59259,0.925,0.7215,0.57802,0.69571,2.00858,0.88138,2.21089e-05,2.21089e-05,2.21089e-05
